agency,role,PL,CL,Life,score,NPS,is_easy,comments,category
3401825,Producer,Personal Lines,Commercial Lines,Life,10,Promoter,Strongly Agree,"GREAT CUSTOMER SERVICE AND UNDERWRITERS! WE SERVICE OUR ACCOUNTS WITH EASE, BECAUSE OF THE GREAT STAFF AT GRANGE.",
4046,Producer,Personal Lines,,,9,Promoter,Agree,,
1201105,Principal,,Commercial Lines,,6,Detractor,Somewhat Disagree,"Because your underwriting is difficult at best. You qualify things on line, but once submitted, wont write it. Frustrating.",
6248,Producer,,Commercial Lines,,6,Detractor,Somewhat Agree,"Grange has changed so much over the last 7 years, it's difficult to know what they want.",
35,Customer Service Representative (CSR),Personal Lines,,,9,Promoter,Strongly Agree,"rating system is user friendly, client center is very helpful.",
3401177,Principal,Personal Lines,,,9,Neutral,Somewhat Agree,Grange is a great company but there are a few things that they could do to make it easier for agents.  The job of an agent is very complex (harder than it has ever been) and something as simple as an internal rewrite would save us many hours.  There are many ways to improve efficiency and we'd love to see Grange adopt some of them.  Thanks.,
22420,Principal,Personal Lines,Commercial Lines,,1,Detractor,Somewhat Agree,"automation is very poor, commericial needs to be more accommodate, when it is good business",
1001016,Customer Service Representative (CSR),,Commercial Lines,,10,Promoter,Strongly Agree,"The rating is easy, the underwriters are easy to work with",
3414,Producer,Personal Lines,,Life,9,Promoter,Strongly Agree,Very quick underwriting and the underwriters are accessible if needed.,
4333,Principal,Personal Lines,Commercial Lines,Life,10,Promoter,Strongly Agree,Grange is a great insurance company,
48722,Customer Service Representative (CSR),,Commercial Lines,,7,Promoter,Agree,"Limited availability of information on website.  Full policies aren't available, no claims notes.  Information that could really help me do my job better is missing from the website.",User Design
3402033,Customer Service Representative (CSR),Personal Lines,,,10,Neutral,Agree,"As a new agent I love the Grange system and how user friendly it is. Not knowing all the ins and outs completely yet of the insurance world I don't have a strong opinion on a lot -- I will say though knowing some of our insureds sometimes the way the billing is set up makes me a little apprehensive simply because I know how large the late fee is, but that's not on you guys as it is some peoples ability to pay on time!",Process
4900,Producer,Personal Lines,,Life,8,Neutral,Agree,"We have had great success with Grange, but are not yet certified to perform Commercial Pack policies. If we were approved this would move to ""strongly agree.""",Positive
4086,Other,Personal Lines,,,10,Neutral,Agree,Very easy to work with.,Positive
1301243,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Agree,I am a new agent with Grange and In working with their underwriting and website I have been very pleased. Ease of doing business is very important and you strive for that.,Positive
14400,Producer,Personal Lines,,,10,Neutral,Strongly Agree,Great ease of website and very knowledgeable and friendly UW staff,
1139,Producer,Personal Lines,,,8,Detractor,Somewhat Agree,"My point for selling insurance is how claims are handled.  Out of all of our companies, I get the most complaints for Grange auto claims.",
3401001,Producer,Personal Lines,,Life,8,Promoter,Strongly Agree,The underwriters have been extremely helpful.,
48102,Customer Service Representative (CSR),Personal Lines,,,3,Detractor,Somewhat Disagree,Gain web is difficult to navigate.   Not easy to track down a policy when there are multiple producers codes   sometime it is impossible.,
1182,Principal,,Commercial Lines,,7,Detractor,Somewhat Disagree,The loss of Kelsie Harmon as our Field Underwriter has been devastating!  I had an excellent rapport with Kelsie and at this point I'm not sure what direction Grange is going in.,
2101626,Producer,Personal Lines,,,8,Promoter,Strongly Agree,good coverage,
1001176,Customer Service Representative (CSR),,Commercial Lines,,9,Promoter,Strongly Agree,Very easy to rate and very easy to get  submission approved.,
48189,Producer,Personal Lines,,,9,Neutral,Somewhat Agree,Switching from Old program to new is difficult and unreasonable underwriting requests,
48383,Other,Personal Lines,,,10,Promoter,Strongly Agree,Integrity's website is great. Very simple and straightforward to do business.,
21190,Customer Service Representative (CSR),,Commercial Lines,,1,Detractor,Somewhat Disagree,"narrow appetite, many requests and quoting must be done on line and take too long. No ease of doing business.",
3401693,Principal,Personal Lines,Commercial Lines,Life,10,Promoter,Strongly Agree,easy,
1601221,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Strongly Agree,"Your web site works !! it runs reports, pulls prior, and if help is needed chat responds with actual answers.",
4384,Customer Service Representative (CSR),,Commercial Lines,,10,Detractor,Somewhat Agree,I've already spoken w/the underwriter today in our meeting.  He's aware.,
14500,Principal,,Commercial Lines,,10,Promoter,Strongly Agree,Jenny Urbanek and the entire management team,
6210,Customer Service Representative (CSR),,Commercial Lines,,9,Neutral,Strongly Agree,,
4501197,Customer Service Representative (CSR),,Commercial Lines,,10,Promoter,Strongly Agree,Underwriters and Marketing rep are eager to pitch in and help with quoting if I get in a bind,
3701500,Principal,Personal Lines,Commercial Lines,Life,8,Neutral,Agree,Not always the best price or products but still very competitive,Positive
1601024,Customer Service Representative (CSR),Personal Lines,,Life,10,Promoter,Strongly Agree,,
3901273,Principal,Personal Lines,,Life,9,Detractor,Agree,"We would like to write more Grange personal auto business, but the rates are generally not competitive. Ease of doing business is not an issue.",Positive
4291,Customer Service Representative (CSR),Personal Lines,Commercial Lines,Life,10,Promoter,Strongly Agree,Rating and processing very easy,
6383,Customer Service Representative (CSR),Personal Lines,,,5,Detractor,Somewhat Agree,,
1301102,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Somewhat Agree,Prompt service but not competitive with Commercial business.,
4364,Producer,Personal Lines,,,10,Promoter,Strongly Agree,"Grange has really competitive rates, they make the quote process simple.",
3401876,Principal,,Commercial Lines,,5,Neutral,Neither Agree nor Disagree,xx,
3701552,Customer Service Representative (CSR),,Commercial Lines,,9,Promoter,Agree,,
2101626,Producer,Personal Lines,,,10,Promoter,Disagree,I am happy with grange as a company but the price points for insurance are not competitive.,
2224,Producer,Personal Lines,,,9,Neutral,Agree,ease of website,Positive
48159,Producer,,Commercial Lines,,9,Promoter,Agree,Our underwriter and Integrity staff make doing business easy.,Positive
21123,Producer,Personal Lines,,,8,Detractor,Agree,5 because not very competitive  agree because web page is easy to use,Positive
48675,Principal,Personal Lines,,,8,Neutral,Agree,underwriting is sometimes difficult to work with especially with some activity,Positive
4501250,Producer,Personal Lines,,,3,Detractor,Neither Agree nor Disagree,"Processing and service to changes, is slow and restricted",
6044,Other,,Commercial Lines,,8,Neutral,Agree,Our Agency has had a long relationship with Grange and overall Grange has done a great job!,Positive
4080,Customer Service Representative (CSR),Personal Lines,,,9,Promoter,Agree,"ease of use, the people at hom office we deal with",Positive
4902,Producer,Personal Lines,,,5,Neutral,Somewhat Agree,your web site is not very user friendly. I find it difficult to navigate. I have been an agent for a little over a year now and this is by far the second most difficult site to use. American Modern is the absolute worst. Your site is restrictive and makes it difficult to find what I need. I am going to have to spend a lot of time going through whatever training I can find on the web site and I do not have a lot of time.,
4046,Customer Service Representative (CSR),Personal Lines,,,9,Neutral,Somewhat Agree,"I don't like when we re-write from a mutual to a pin point, you have to have a down payment, when the client just made a payment on the the mutual policy..Should be a way to flag payment and apply on new policy..  And why cant we back date 30 days any more??? We receive signature letter for changes and its very frustrating...  The printing for quotes is very hard to find now for pin point",
4101375,Producer,Personal Lines,,,10,Neutral,Somewhat Agree,Don't really get a lot a guidance on issues,
6051,Other,Personal Lines,Commercial Lines,,8,Promoter,Agree,easy to quote  always available to help,Positive
2101240,Producer,Personal Lines,,,10,Detractor,Somewhat Agree,"I would love to recommend Grange Insurance more often, if the rates were competitive here in Michigan.",
1601044,Producer,,Commercial Lines,Life,9,Detractor,Somewhat Agree,I have found even with the changes I can not still be competitive on home or auto.  I can with life and commercial but not home or autos.  I hate this because I love Grange!,
21047,Customer Service Representative (CSR),,Commercial Lines,,10,Promoter,Agree,It would be strongly if the website was more friendly.,Positive
1001091,Producer,Personal Lines,Commercial Lines,,10,Promoter,Strongly Agree,The customer service is great,
3133,Customer Service Representative (CSR),Personal Lines,,,5,Neutral,Somewhat Agree,co still has strict underwriting guidelines and does not look at each case on an individual basis when asked by agent. billing payment fees too high,
3401829,Customer Service Representative (CSR),,Commercial Lines,,4,Detractor,Somewhat Disagree,I think Grange is good about placing business but servicing it afterwards is not as easy. I find it annoying to have separate logins for every state and the online system for quoting and endorsements is very clunky and I almost always have issues with it. We have also had a lot of trouble with our printing preferences which could have been solved if the insured's copy of policy documents were available online.,
